Blood group antigen proteins	CD markers	Cancer-related genes	Candidate cardiovascular disease genes	Citric acid cycle related proteins	Disease related genes	Enzymes	FDA approved drug targets	G-protein coupled receptors	Nuclear receptors	Plasma proteins	Potential drug targets	Predicted intracellular proteins	Predicted membrane proteins	Predicted secreted proteins	RAS pathway related proteins	RNA polymerase related proteins	Ribosomal proteins	Transcription factors	Transporters	Voltage-gated ion channels
2	10	41	5	0	94	69	25	23	3	93	22	373	141	67	5	3	4	46	33	5
0	9	52	7	1	103	91	21	18	1	114	31	370	142	69	8	0	6	36	37	5
2	11	36	8	0	103	98	25	21	2	89	34	376	128	85	7	0	6	42	34	3
3	8	48	7	1	80	78	18	19	0	94	20	377	132	63	8	0	1	40	37	3
1	7	35	3	2	101	89	12	17	2	110	37	382	136	60	6	1	4	28	35	9
1	10	41	3	1	88	74	17	24	1	83	26	359	138	82	5	0	5	36	27	1
0	10	40	3	0	105	103	12	15	2	86	36	382	138	75	2	1	4	33	31	3
1	10	40	5	0	97	94	16	17	0	85	32	374	132	86	5	2	6	33	23	4
2	17	40	5	0	90	92	18	15	3	90	26	390	133	67	5	0	4	41	31	2
1	6	40	2	0	94	77	9	23	0	89	33	364	138	70	3	0	6	28	40	5
1	11	37	5	1	93	81	17	23	2	86	29	360	141	73	3	1	1	32	27	3
1	6	41	7	3	111	84	18	25	1	95	39	374	139	72	7	0	3	39	33	5
0	9	40	4	1	89	94	20	23	1	85	36	359	149	82	3	0	3	27	37	10
1	6	44	4	2	102	83	19	15	1	94	31	374	131	62	4	1	4	42	41	5
2	6	43	5	0	93	87	13	12	0	98	32	384	135	74	4	0	6	39	37	2
0	8	41	3	0	90	88	21	23	1	81	33	363	152	75	4	1	4	32	39	4
1	15	43	4	0	92	92	15	16	0	90	28	376	145	77	9	0	8	29	34	4
1	14	46	3	0	98	72	16	22	1	92	20	379	137	64	6	0	3	29	23	2
1	10	36	3	0	97	77	20	23	1	87	32	347	160	76	6	1	4	30	42	3
2	8	42	2	1	90	90	15	22	1	104	33	366	135	78	9	1	6	35	32	1
1	10	39	3	1	91	82	18	22	0	97	28	374	129	72	2	2	4	31	34	5
1	10	44	7	1	75	86	23	16	2	95	19	355	145	78	5	1	4	31	30	2
0	6	42	6	0	103	74	16	25	2	95	34	345	147	70	6	0	10	30	29	4
0	10	35	4	0	83	85	16	18	3	76	27	366	138	67	7	0	4	41	24	4
1	12	40	4	0	84	90	15	30	0	93	24	374	140	68	5	1	7	33	33	6
1	6	42	2	1	99	72	12	20	0	99	27	380	137	68	7	4	3	28	32	1
0	7	43	3	1	88	87	19	21	2	91	27	378	141	66	2	0	4	41	34	7
1	13	51	5	0	101	86	16	21	0	90	31	375	126	84	11	0	5	39	24	3
2	9	45	4	0	97	95	20	23	0	97	36	354	146	83	8	0	5	34	40	8
1	8	43	4	0	96	71	12	21	1	86	27	373	129	65	4	1	4	46	32	0
0	4	40	6	0	94	92	19	20	0	82	35	371	118	79	9	0	2	36	29	3
0	6	37	6	1	91	92	19	15	2	87	22	386	115	63	9	1	8	30	33	5
1	7	47	3	0	87	98	13	25	1	90	35	371	140	69	4	0	4	35	30	4
1	11	38	3	0	105	87	21	25	2	100	31	355	141	76	10	3	6	35	31	3
1	13	41	3	0	95	100	14	28	1	84	40	373	154	79	8	1	7	37	33	1
1	5	28	6	0	101	87	17	16	1	103	31	374	138	67	4	0	3	30	23	5
3	9	36	3	1	103	92	8	13	1	93	41	368	148	88	4	0	0	39	38	3
2	10	45	8	0	110	100	18	12	0	95	48	379	119	75	6	0	5	41	31	3
0	10	31	3	1	86	79	17	20	0	87	29	376	129	64	7	0	3	34	36	0
1	7	43	2	0	97	91	19	31	1	99	31	367	143	68	2	0	7	25	40	3
0	10	38	6	0	107	83	19	16	1	102	43	361	139	78	7	2	4	37	33	3
0	11	36	2	1	95	90	14	19	0	106	31	384	122	68	5	0	6	34	31	2
1	11	54	6	0	109	90	21	19	2	93	36	373	136	78	9	0	7	38	44	1
2	18	51	5	0	101	97	33	18	2	117	33	377	139	70	7	2	2	35	35	4
1	9	48	5	1	91	81	11	16	1	98	28	358	151	81	5	2	4	37	31	3
2	12	51	9	0	94	74	15	20	1	89	34	369	142	67	7	1	3	32	37	3
0	14	41	2	0	96	95	18	23	2	83	33	369	136	90	10	0	4	47	40	2
0	15	42	5	1	100	90	16	19	4	99	34	388	138	56	5	2	4	44	32	4
0	7	51	7	0	107	90	10	17	1	99	42	384	123	73	3	0	2	37	40	4
1	12	40	1	0	113	82	17	32	1	97	45	376	143	78	5	0	5	37	37	1
0	4	56	6	4	101	76	15	19	2	94	29	363	152	77	7	1	4	39	34	5
1	13	51	4	1	110	81	21	23	4	95	38	373	135	67	9	0	5	35	35	0
1	7	37	5	1	104	82	20	23	1	88	30	362	149	74	6	3	3	32	38	4
2	14	31	8	1	81	88	25	22	1	106	27	353	161	62	5	0	6	31	37	3
2	11	45	3	0	91	94	11	22	1	92	42	357	148	77	6	0	2	32	33	2
1	15	52	2	0	95	98	19	25	1	85	37	366	157	78	5	1	1	36	42	3
3	8	47	8	1	88	84	17	14	1	99	33	364	150	81	8	0	1	28	33	4
0	8	35	2	0	99	85	21	22	1	69	28	372	135	72	5	2	3	36	41	3
0	10	41	8	0	105	96	19	14	0	107	34	365	142	73	8	0	4	42	30	2
1	5	38	3	1	83	74	12	22	0	101	28	368	142	72	5	0	5	39	28	2
2	10	43	3	1	95	89	12	19	0	85	37	367	149	65	5	0	4	33	34	4
1	11	37	2	1	92	91	22	21	2	85	32	379	147	73	5	1	4	36	42	6
2	10	52	8	1	113	92	17	18	1	104	34	378	128	78	6	1	5	43	22	5
0	8	38	5	1	118	82	13	15	1	94	43	374	140	76	5	0	6	51	40	4
0	13	44	7	0	88	84	22	13	2	97	26	386	131	67	7	1	3	45	41	4
0	10	41	6	1	101	90	19	18	1	97	47	385	120	64	7	1	5	42	40	5
1	7	37	1	0	91	95	21	28	0	82	38	372	143	73	3	0	9	35	31	6
4	10	44	5	1	95	90	16	18	0	96	33	372	132	74	2	0	4	37	38	2
1	6	37	3	0	91	95	20	18	0	95	33	383	122	78	5	0	7	33	27	1
0	5	42	1	0	97	100	13	15	1	90	44	389	139	70	5	1	1	41	29	5
0	5	34	3	1	102	87	12	22	1	91	36	372	142	62	6	0	8	40	27	2
1	14	39	7	0	95	83	20	22	1	91	33	365	148	70	2	1	5	35	39	3
0	7	48	4	1	86	88	13	24	0	106	25	369	144	79	6	1	7	42	35	4
0	9	44	4	0	99	84	14	21	1	100	30	361	147	83	6	0	4	36	34	2
0	17	34	4	0	84	97	19	18	0	81	31	366	129	74	6	1	5	37	25	5
0	9	43	5	1	99	102	23	21	2	80	43	361	136	67	4	0	1	40	44	4
1	8	47	5	0	88	100	14	16	1	80	30	382	138	70	4	0	2	33	37	6
0	10	52	3	1	98	84	15	10	2	86	29	378	123	76	6	0	4	32	26	7
0	11	39	6	0	106	87	17	18	0	98	31	371	138	70	7	0	6	40	32	3
1	15	39	4	1	118	98	16	14	2	94	42	373	145	83	5	2	4	31	31	2
0	6	47	3	1	108	84	21	19	2	97	42	388	128	66	4	0	6	35	29	1
1	9	33	4	2	91	82	14	23	1	113	30	369	121	78	2	0	3	46	32	4
0	7	44	3	0	96	76	9	16	1	88	35	373	141	67	4	0	4	38	50	5
2	14	40	5	2	91	89	19	15	1	110	30	380	132	80	8	0	8	32	39	4
0	13	44	5	2	83	86	16	17	1	94	25	387	126	67	8	1	2	41	30	2
0	9	46	3	2	100	103	10	13	2	95	37	380	113	90	6	4	6	30	22	6
2	11	31	1	2	80	71	16	24	0	101	23	363	148	74	6	2	7	21	31	3
1	15	50	2	1	104	75	19	26	2	92	31	369	149	82	5	2	1	41	32	3
2	4	46	6	1	104	88	12	19	4	100	37	376	124	66	4	1	4	53	28	4
1	7	33	4	1	107	90	16	16	4	84	37	358	137	71	2	2	3	48	25	1
0	11	39	6	0	97	88	12	16	1	102	36	382	121	73	7	0	8	47	32	1
0	9	41	5	1	90	106	16	22	1	80	30	360	159	71	7	0	2	34	27	0
0	10	39	1	0	103	85	20	16	4	81	41	382	127	61	9	2	5	41	41	2
0	11	61	6	1	106	95	20	19	1	100	35	356	155	77	4	0	7	38	40	4
1	12	43	4	1	95	89	17	21	1	88	35	366	155	82	4	1	1	28	29	1
2	5	51	5	1	110	88	23	21	1	102	42	357	154	85	7	0	5	40	41	5
0	8	57	7	3	101	83	21	20	1	92	34	370	137	58	11	1	3	38	34	5
0	7	37	5	2	97	76	16	15	2	92	27	388	120	75	4	1	0	38	33	3
2	11	47	3	0	84	84	16	17	1	99	28	366	150	69	3	2	1	41	42	2
1	12	40	9	0	95	71	25	22	3	92	30	369	143	81	2	1	3	40	39	4
1	11	47	4	0	122	82	16	16	1	89	38	366	142	79	8	0	5	51	23	4
1	7	41	2	0	105	91	11	21	0	93	40	373	143	82	6	1	3	30	40	1
0	7	44	5	0	109	89	22	21	1	87	42	383	129	65	5	1	7	39	29	2
2	11	48	3	1	102	77	8	11	0	106	33	379	140	65	5	0	4	29	45	6
1	6	41	4	1	91	84	12	25	1	90	26	382	130	55	3	2	5	33	37	3
1	7	48	6	0	107	80	22	26	1	94	33	360	147	75	7	2	2	37	33	4
0	12	53	6	1	103	81	28	14	2	124	31	376	147	68	7	1	3	38	37	4
1	11	27	1	1	91	92	18	15	0	93	28	382	124	67	6	1	3	30	27	4
2	13	47	6	0	94	84	23	22	1	91	27	389	133	62	6	0	10	30	39	5
1	8	44	4	1	87	71	12	16	3	73	33	378	121	71	3	0	3	51	27	3
0	5	47	3	2	87	82	16	12	4	85	30	386	124	64	11	0	8	45	36	3
1	8	45	9	0	90	87	16	18	2	106	35	364	162	84	7	1	4	31	42	9
1	13	37	3	0	93	94	22	23	1	90	37	372	141	68	6	3	3	35	31	5
0	9	42	4	2	98	81	12	19	3	91	32	379	128	68	6	3	4	41	29	3
2	7	62	6	2	104	104	18	13	2	120	37	377	155	58	7	0	4	33	42	4
0	9	44	3	0	96	87	20	18	0	83	27	371	141	78	11	0	4	38	31	4
1	8	40	5	1	91	82	10	19	1	95	28	365	128	69	6	0	4	44	24	3
0	9	43	5	0	99	80	13	17	0	98	23	392	128	75	6	1	8	30	27	3
2	8	45	7	1	116	81	16	21	1	94	32	361	135	91	4	1	3	37	30	0
3	11	35	4	2	94	94	23	20	3	84	32	365	130	71	1	2	6	23	33	2
1	12	48	5	1	97	92	16	22	4	95	34	377	139	73	12	2	7	43	22	1
1	11	46	2	1	110	86	18	23	3	82	38	364	153	64	4	1	3	32	38	2
0	8	38	0	1	84	91	18	22	3	94	32	378	139	73	7	3	5	42	32	4
1	11	33	3	0	81	88	14	17	3	79	24	368	140	70	9	0	3	34	30	2
0	13	42	3	0	92	90	32	18	1	86	32	365	152	74	7	0	3	34	42	3
1	10	59	0	0	104	80	16	23	0	87	39	358	149	72	7	0	5	41	44	1
0	9	44	5	1	99	93	18	15	0	83	40	373	150	57	4	0	4	36	41	3
2	11	24	3	1	105	82	11	15	2	89	32	382	138	67	6	1	4	37	33	4
4	9	59	2	0	96	86	17	18	0	103	35	371	136	69	7	1	8	39	41	4
2	13	47	6	0	92	79	16	21	1	98	25	361	134	88	6	0	3	41	36	2
1	8	29	2	2	77	96	14	21	0	83	28	380	130	53	3	2	2	43	42	2
0	4	35	0	0	82	83	6	23	0	85	28	378	137	75	6	1	4	36	36	2
1	7	41	3	0	92	91	17	16	2	82	33	386	124	61	9	0	8	41	30	6
1	6	38	1	1	89	84	18	25	2	100	33	368	149	72	6	0	5	38	41	1
0	10	44	3	1	105	91	17	15	2	93	39	374	140	76	5	2	7	37	42	2
0	4	33	3	0	82	83	16	15	2	80	28	373	137	59	2	2	2	40	33	1
1	6	37	5	0	91	82	21	20	1	75	28	379	128	72	3	0	4	35	26	0
1	8	51	2	1	110	86	22	22	0	106	33	368	135	79	6	1	4	36	31	5
1	7	47	3	1	99	99	11	15	2	103	39	366	139	86	3	1	1	37	30	2
0	2	42	3	2	93	91	14	16	2	81	33	385	123	62	6	1	3	40	23	2
2	12	49	3	0	102	91	17	19	1	90	35	366	145	74	5	0	10	28	28	3
2	13	43	3	3	100	75	16	19	1	78	32	382	131	65	4	0	5	38	31	2
0	7	37	4	1	100	82	16	25	1	98	32	365	146	74	6	1	1	38	32	2
0	4	40	7	2	112	100	18	17	3	102	42	360	144	76	5	1	6	50	32	0
1	8	43	3	1	93	74	20	21	0	90	36	376	133	80	11	0	3	40	28	5
3	11	45	5	0	89	84	19	17	1	99	28	372	133	78	4	0	5	30	28	7
0	7	42	0	1	95	83	12	21	1	90	23	373	129	76	5	1	7	35	33	5
0	13	53	9	0	99	96	18	22	0	92	37	359	151	75	4	2	4	29	31	3
1	6	35	6	0	98	80	17	18	0	96	35	365	140	76	5	1	6	30	32	5
2	8	47	4	1	105	78	19	18	6	91	31	360	136	75	5	2	5	52	38	2
4	9	43	3	2	90	84	18	25	0	91	24	364	145	69	4	1	4	43	31	5
4	10	32	5	0	105	92	13	18	0	84	36	369	144	86	7	2	2	39	34	4
1	10	39	2	1	108	101	25	14	3	102	38	378	140	67	7	0	4	28	38	6
1	9	44	4	0	101	76	22	19	2	87	32	373	128	91	7	2	5	37	32	5
0	9	39	4	2	108	100	16	17	1	101	38	377	136	76	7	0	7	35	38	5
0	9	41	2	0	96	89	20	21	1	93	30	364	134	80	5	1	6	36	34	1
3	13	45	4	3	91	93	24	20	0	92	31	357	178	81	7	2	3	29	40	6
0	11	58	5	1	92	84	20	14	1	88	26	371	138	62	6	0	6	43	25	6
1	11	44	4	0	95	90	19	25	2	96	34	364	155	74	8	0	6	30	34	0
0	6	36	3	0	93	85	19	20	0	94	37	373	134	82	10	1	9	37	32	1
1	5	39	1	0	111	77	23	18	3	95	26	370	146	72	6	1	2	38	41	5
1	10	44	2	1	94	86	15	16	0	107	30	376	135	78	10	1	7	24	28	7
0	8	46	4	1	110	100	26	18	0	88	39	365	141	71	9	0	5	29	32	3
1	7	34	1	3	106	83	18	17	0	76	38	364	144	66	4	0	4	44	32	5
0	10	53	4	2	106	98	23	19	0	97	40	381	140	63	10	2	5	38	43	10
1	9	47	4	1	100	72	16	18	2	101	27	380	121	61	10	0	5	44	23	5
0	11	39	4	0	105	66	24	17	2	94	26	392	126	69	5	1	5	50	41	3
1	9	44	5	2	90	98	12	19	0	105	31	375	127	76	4	1	3	41	30	2
0	8	48	3	1	102	95	11	13	1	80	38	373	144	59	5	2	6	47	29	1
3	9	39	6	0	94	82	19	18	1	92	26	379	135	82	4	1	5	33	23	3
1	9	44	5	0	89	72	14	14	0	93	23	381	137	69	11	0	4	38	34	6
0	11	47	2	0	103	95	21	20	0	88	32	381	137	72	6	1	3	45	34	6
1	14	43	2	1	90	89	20	19	1	83	35	357	151	77	9	0	3	43	45	4
0	11	52	4	0	103	86	16	22	1	92	31	358	137	82	4	1	4	43	30	3
2	13	47	5	1	96	71	17	30	0	117	32	361	154	75	6	0	9	35	32	5
1	6	48	2	0	100	80	12	13	0	94	36	371	134	72	6	1	4	48	37	4
0	9	35	3	1	76	70	12	13	1	96	28	374	133	74	1	0	4	34	34	3
0	11	44	3	0	100	95	9	20	0	93	36	378	128	66	10	1	2	37	39	4
0	3	54	2	2	100	89	17	14	2	91	39	367	152	66	5	1	4	36	32	3
0	5	47	5	0	86	93	20	18	0	93	31	375	134	90	5	0	3	35	39	4
1	9	33	2	0	103	85	9	17	0	85	36	372	149	68	3	0	4	34	31	6
0	14	41	4	1	101	94	14	22	0	105	35	362	140	70	7	2	4	39	26	1
1	7	33	4	0	79	72	25	21	2	99	19	369	149	70	7	0	5	38	30	7
0	8	44	0	0	104	98	23	19	0	86	30	377	130	70	4	0	2	29	27	2
0	4	42	3	1	95	88	14	19	0	97	35	376	139	63	6	0	2	38	36	3
0	9	30	1	2	102	80	16	23	1	83	30	368	169	70	6	0	5	34	44	4
0	14	51	1	1	87	70	24	16	1	110	24	358	149	85	5	1	6	39	36	0
0	9	36	6	0	93	109	24	21	3	100	32	376	147	74	7	1	3	38	31	4
2	10	33	6	1	99	89	12	23	1	90	38	372	144	73	5	1	3	38	38	2
1	9	47	7	0	114	91	18	18	2	90	36	369	129	93	10	1	3	36	34	1
0	12	44	4	1	99	91	13	17	1	100	34	384	128	72	6	2	6	27	28	1
0	4	49	2	0	98	95	14	15	2	83	35	391	119	70	4	0	5	34	33	5
0	5	50	4	0	99	81	18	18	3	86	24	373	144	64	6	0	3	57	24	2
1	12	41	2	0	104	80	24	19	2	94	31	373	146	74	8	0	3	39	38	4
2	10	47	2	0	93	74	20	22	1	84	27	357	149	69	8	0	3	44	42	5
0	6	40	6	2	98	101	20	13	2	89	33	388	126	75	4	0	8	36	26	2
1	7	42	3	1	86	91	18	15	0	87	29	363	142	82	4	0	3	34	35	4
2	11	49	4	3	102	98	20	19	2	84	38	372	138	75	8	1	3	39	37	2
0	8	43	1	2	100	85	20	18	1	80	35	367	127	71	2	0	6	35	36	5
2	12	40	4	2	102	89	10	17	1	86	38	354	146	78	8	0	3	41	36	1
1	8	46	7	0	109	78	23	23	2	94	34	380	135	71	3	1	6	33	35	2
0	8	40	5	2	97	88	16	16	0	80	33	353	145	83	11	1	4	31	32	3
0	6	31	0	1	73	87	13	24	0	78	29	367	142	62	4	0	8	35	38	3
0	5	40	1	0	109	73	21	14	2	101	28	387	117	83	6	0	2	37	37	5
2	6	42	5	0	91	96	25	18	1	89	32	367	126	75	3	2	2	41	33	3
2	12	47	2	0	94	84	16	21	4	97	36	376	135	84	6	0	5	36	38	3
1	9	46	1	0	103	80	18	19	0	94	29	388	110	82	3	0	5	40	28	1
0	7	55	5	0	71	84	19	19	0	96	28	373	140	69	5	0	3	28	43	5
0	9	42	5	0	99	89	19	20	2	96	33	383	135	74	9	0	2	40	31	3
0	9	41	3	0	85	89	14	21	1	97	24	373	138	77	5	1	5	32	24	2
0	7	48	2	1	102	74	22	21	2	90	32	368	137	78	3	1	4	42	40	5
0	10	41	7	0	99	78	17	23	0	91	36	374	131	79	6	0	4	37	31	3
1	9	48	5	1	94	80	15	18	4	105	32	349	154	90	6	2	4	28	37	2
2	15	47	6	2	82	89	19	24	0	110	26	360	143	94	4	2	5	33	37	3
0	7	41	1	0	112	85	16	24	2	98	33	371	134	60	6	0	6	33	26	1
1	8	41	1	1	92	86	17	22	2	98	27	369	134	78	5	0	3	39	19	1
1	9	42	5	0	72	86	18	14	2	92	26	391	121	72	5	1	5	39	32	2
1	6	43	8	2	106	93	10	12	3	92	32	374	129	71	10	0	7	47	23	2
2	8	45	4	0	111	94	16	20	3	97	42	373	134	81	4	0	3	32	33	3
1	14	47	4	0	94	92	14	17	3	97	33	365	151	72	7	1	4	53	44	6
1	9	50	5	1	96	76	18	26	0	99	25	376	129	73	8	2	5	33	32	1
1	9	54	5	1	103	107	17	21	1	97	31	363	139	80	11	2	4	35	23	2
1	10	38	3	0	100	72	16	20	2	107	31	368	138	58	3	0	6	29	52	4
1	5	43	4	1	102	91	17	18	3	109	37	366	139	78	5	1	5	38	29	1
0	9	46	2	1	96	82	14	15	2	91	30	364	140	78	7	1	3	34	31	3
1	3	41	6	0	90	81	11	14	1	93	25	370	133	76	0	0	4	39	26	1
0	8	51	8	1	91	87	15	17	0	89	25	393	108	81	3	1	3	54	24	2
1	11	41	3	0	98	98	24	19	0	99	35	383	142	73	6	0	6	32	53	5
1	7	35	3	0	91	87	19	23	3	90	28	364	133	72	5	1	5	36	21	4
1	14	38	4	0	102	84	14	21	0	111	30	372	139	81	6	2	4	31	36	3
0	6	49	2	0	95	88	16	19	3	84	33	370	131	62	7	1	2	40	34	4
2	11	39	5	0	93	87	15	24	0	93	34	383	140	69	6	0	6	31	29	3
0	13	40	4	1	99	100	26	13	1	125	35	370	147	79	4	0	2	44	35	4
0	9	53	3	1	90	74	23	23	1	98	21	370	138	67	4	1	3	33	32	5
0	12	38	1	0	106	77	21	12	1	81	36	389	140	65	5	1	5	40	34	6
1	9	46	5	2	98	68	15	17	5	102	36	357	140	84	9	2	5	49	39	2
0	7	39	3	1	85	88	13	22	2	92	30	375	128	81	8	1	3	43	28	3
2	12	42	3	0	94	96	15	21	1	112	34	377	127	71	5	1	5	43	23	2
0	15	34	7	0	100	79	22	21	1	104	29	365	133	72	7	1	4	53	26	4
3	10	40	5	1	97	100	15	14	0	99	32	373	132	78	8	0	3	33	28	2
0	14	44	4	1	103	91	24	23	1	96	34	359	156	74	5	1	2	32	44	2
1	10	50	2	0	102	84	16	17	1	91	31	372	124	85	4	2	6	33	26	2
1	10	60	5	0	95	103	23	12	2	105	36	371	138	68	8	2	3	40	33	0
1	10	49	5	0	95	82	19	24	2	91	27	373	133	65	4	0	4	31	32	0
0	7	43	8	1	92	80	13	21	0	90	28	359	153	79	2	2	4	38	37	2
1	8	45	4	1	104	75	17	14	2	91	33	381	137	71	9	1	5	37	39	5
0	12	37	4	0	97	96	16	26	3	90	31	356	159	70	7	4	3	30	42	3
0	10	46	3	1	84	90	23	20	2	98	21	379	140	68	8	0	3	44	35	1
1	10	44	4	0	101	90	16	14	1	98	36	379	125	68	9	0	3	36	34	3
1	15	52	6	2	98	82	14	19	1	98	22	369	138	93	5	1	4	42	36	1
0	8	48	7	0	101	92	7	21	0	98	33	364	145	62	5	0	7	34	31	3
3	10	40	3	2	110	69	15	21	1	104	37	377	137	84	5	0	2	43	43	5
2	14	43	5	0	106	84	15	22	0	91	36	368	137	68	8	2	3	45	33	3
1	6	38	5	1	97	94	14	26	1	105	34	364	139	82	5	1	4	35	35	5
4	10	41	8	1	99	97	20	12	2	96	32	378	131	77	5	0	1	39	36	1
1	15	37	5	3	99	89	17	16	1	93	33	384	145	69	3	1	3	36	27	5
2	8	35	4	2	119	97	18	18	1	103	37	369	137	66	8	0	6	39	32	3
2	10	57	5	1	88	81	19	8	2	89	31	375	131	70	5	3	4	48	35	3
0	9	41	3	2	86	82	15	18	2	83	25	375	122	77	4	1	4	48	28	2
3	7	37	4	1	94	93	20	20	0	80	31	372	144	81	3	1	2	38	33	5
1	11	44	8	2	91	80	15	16	3	88	27	358	143	68	7	0	6	48	33	4
2	11	48	5	2	101	92	14	14	1	113	37	379	140	73	2	1	8	39	24	2
1	10	33	2	1	89	92	11	21	3	87	17	385	122	72	4	2	7	34	14	2
1	6	41	4	1	81	80	20	15	2	98	19	368	140	70	3	2	2	28	38	5
2	4	38	1	2	91	87	14	20	1	96	32	370	140	69	4	0	5	43	35	3
0	6	35	4	1	94	89	12	13	1	88	38	380	136	69	6	0	5	47	38	3
1	9	53	7	0	109	74	24	17	3	92	28	370	142	72	3	3	3	30	39	4
0	7	58	6	2	101	88	18	22	0	113	33	368	133	90	6	2	3	43	30	5
1	5	45	4	1	96	80	9	15	0	90	29	371	138	69	6	1	3	35	35	1
2	9	50	7	1	94	90	23	22	2	104	26	364	150	67	5	1	4	36	38	6
1	9	54	1	0	95	81	16	14	0	101	33	388	131	76	5	0	3	35	41	3
1	13	44	6	1	106	82	18	17	0	90	29	365	148	74	9	3	3	37	38	2
1	9	32	3	1	81	68	17	25	3	89	25	368	135	67	5	1	4	36	42	3
1	12	48	6	2	109	94	18	18	1	108	33	366	147	86	4	0	5	35	34	5
0	7	40	2	2	102	81	19	19	1	91	41	373	132	77	8	1	6	37	39	4
0	10	43	2	1	97	91	14	31	1	88	37	353	139	74	2	0	4	35	29	2
4	14	45	8	0	97	82	18	24	0	92	32	357	157	82	4	2	3	27	36	4
0	7	47	9	0	103	94	14	26	1	106	31	363	143	71	6	1	5	41	31	3
2	10	48	3	1	92	82	15	18	2	92	32	370	139	64	6	1	5	39	31	2
0	12	45	3	0	89	86	21	22	2	90	26	366	135	81	5	1	9	37	35	5
0	11	42	6	1	97	72	18	16	1	92	29	363	146	92	3	0	6	32	44	4
1	6	50	5	2	98	77	23	24	1	100	34	360	149	81	5	1	8	29	36	2
0	9	45	4	1	91	89	14	19	0	94	37	365	130	81	7	0	5	32	30	4
0	7	39	3	1	98	84	11	25	0	77	38	366	144	77	4	4	6	36	28	3
0	5	36	6	1	105	68	13	24	1	70	24	356	146	73	5	4	5	38	37	3
2	9	38	4	0	106	77	10	22	0	92	37	359	151	73	6	0	2	40	42	4
2	8	50	2	2	110	94	16	17	0	89	36	371	151	75	3	2	4	32	37	3
0	5	41	9	2	84	92	17	23	4	86	33	364	131	78	7	1	4	38	27	2
1	9	43	3	3	95	83	23	17	2	85	36	371	135	78	9	1	6	42	42	6
2	14	43	2	1	87	78	21	21	4	93	23	359	137	83	4	1	6	35	35	3
2	15	38	3	0	89	89	16	23	2	87	24	371	145	81	2	2	5	36	33	5
1	8	38	1	2	112	92	12	17	0	96	45	366	153	77	7	1	4	32	39	5
0	8	43	4	1	108	111	18	23	1	91	49	370	136	74	4	0	5	39	34	3
2	9	52	6	1	100	74	12	17	1	102	33	380	129	65	4	1	9	34	31	4
3	12	38	3	1	101	105	23	19	2	93	34	349	150	92	5	1	4	36	29	4
1	11	35	6	1	95	88	19	18	1	88	37	383	133	71	4	1	6	29	35	6
2	10	49	5	1	101	81	20	15	3	108	36	380	134	74	8	0	5	47	43	2
1	10	43	4	0	95	82	19	23	0	112	27	371	139	68	7	1	5	33	40	4
1	10	61	3	1	94	98	18	21	0	104	39	361	128	79	11	0	8	30	39	3
1	11	50	2	0	83	88	18	32	1	96	29	372	153	68	8	1	1	40	31	3
0	9	43	6	0	94	80	20	13	2	98	30	384	135	74	6	1	6	37	36	5
1	10	31	2	0	91	85	16	16	1	88	34	366	138	72	5	1	3	42	34	5
0	7	41	5	1	89	86	9	20	0	99	26	387	136	64	6	2	7	36	26	3
0	10	34	1	1	95	82	15	15	2	93	33	373	143	69	11	1	7	37	26	3
1	13	43	5	0	100	78	18	20	1	86	29	352	151	78	8	0	4	31	35	7
1	15	60	8	2	114	104	23	9	2	87	37	366	131	85	3	2	2	40	36	3
0	9	45	6	0	113	79	21	22	2	90	35	368	141	79	1	1	3	36	32	3
1	11	43	5	0	90	91	14	16	1	97	28	373	145	81	3	1	7	32	37	2
0	8	39	3	3	99	80	21	13	1	90	37	370	139	69	4	0	2	34	35	2
3	8	36	2	0	80	90	24	19	0	88	27	364	147	72	6	1	5	32	35	2
0	10	47	3	1	108	85	21	30	1	96	36	352	162	78	4	0	9	35	34	1
1	5	49	5	0	96	94	25	25	1	83	28	367	136	70	9	0	1	45	39	1
1	12	47	4	0	90	74	20	14	2	98	28	374	134	77	9	1	4	47	40	5
1	10	46	8	0	93	93	18	20	2	99	26	350	133	82	6	2	4	34	36	2
0	7	37	2	0	103	89	17	19	0	82	30	367	141	72	10	1	5	31	39	3
1	9	42	3	1	97	91	17	16	1	96	32	384	146	58	2	2	3	41	36	8
2	13	42	2	1	97	88	15	17	0	97	27	363	140	80	9	2	6	34	41	2
2	12	48	3	0	93	96	17	14	0	106	36	374	139	71	5	1	8	28	47	3
0	10	35	3	1	93	85	18	17	0	87	32	368	139	69	2	0	6	38	32	6
1	10	50	3	0	106	101	12	17	2	96	36	359	146	71	9	0	5	33	38	7
1	11	44	2	1	95	85	21	25	0	91	33	365	145	72	5	0	3	33	35	6
0	15	44	1	1	90	87	16	21	1	96	32	363	156	75	10	1	3	37	35	3
1	13	48	3	1	103	90	19	25	1	96	29	367	140	66	5	0	4	36	34	1
1	7	38	3	0	101	95	14	16	2	85	39	373	137	87	5	1	6	32	28	0
0	12	50	3	4	84	94	18	18	1	105	30	380	135	76	5	1	6	37	37	6
1	8	39	4	0	84	72	20	20	3	106	30	371	137	70	5	0	4	35	40	5
1	5	41	2	1	81	82	20	19	1	95	24	370	126	81	3	0	7	35	40	8
2	12	34	4	1	87	85	19	19	1	98	27	357	141	74	6	1	2	28	30	6
